Stem,Year,DBH,Comment
203183,2002,4.1,
203183,2005,4.4,
203183,2014, NA,dead
203770,1993,22.3,
203770,1996,22.7,
203770,1999,23.2,
203770,2002,23.9,
203770,2005,24.4,
203770,2014,25.6,
203771,1993,23.2,
203771,1996,23.6,
203771,1999,24.2,
203771,2002,24.8,
203771,2005,25.0,
203771,2014, NA,cut
203772,1993,7.0,
203772,1996,7.6,
203772,1999,8.1,
203772,2002,9.2,
203772,2005,10.2,
203772,2014, NA,cut
203773,1993,3.7,
203773,1996,4.2,
203773,1999,4.6,
203773,2002,4.9,
203773,2005,5.3,
203773,2014,7.0,
203774,1993,3.8,
203774,1996,4.3,
203774,1999,4.8,
203774,2002,5.2,
203774,2005,5.6,
203774,2014,6.5,
203775,1993,5.5,
203775,1996,6.0,
203775,1999,6.4,
203775,2002,6.7,
203775,2005,6.7,
203775,2014,7.1,
203776,1993,4.8,
203776,1996,5.1,
203776,1999,5.4,
203776,2002,5.4,
203776,2005,5.5,
203776,2014,6.0,
203777,1996,3.0,
203777,1999,3.1,
203777,2002,3.1,
203777,2005,3.1,
203777,2014, NA,dead
203778,1993,3.4,
203778,1996,3.0,weaken
203778,1999, NA,dead
203779,1993,7.3,
203779,1996,7.9,
203779,1999,8.4,
203779,2002,8.7,
203779,2005,8.9,
203779,2014,10.5,
203780,1993,10.2,
203780,1996,9.9,
203780,1999,10.2,
203780,2002,10.4,
203780,2005,10.7,
203780,2014, NA,cut
203781,1993,6.0,
203781,1996,6.4,
203781,1999,6.9,
203781,2002,7.4,
203781,2005,7.8,
203781,2014,9.6,
203782,1993,6.1,
203782,1996,6.2,
203782,1999,5.9,
203782,2002, NA,dead
203783,1993,6.6,
203783,1996,6.7,
203783,1999,6.8,
203783,2002, NA,dead
RG794,2014,3.7,
204612,1996,3.1,
204612,1999,3.5,
204612,2002,3.8,
204612,2005,3.8,
204612,2014,4.0,
204784,1993,11.5,
204784,1996,12.3,
204784,1999,13.2,
204784,2002,14.4,
204784,2005,15.2,
204784,2014,17.1,
204785,1993,3.0,
204785,1996, NA,dead
204788,1993,5.1,
204788,1996, NA,dead
204789,1993,4.5,
204789,1996, NA,dead
204790,1993,3.3,
204790,1996, NA,dead
204791,1993,3.1,
204791,1996, NA,dead
204792,1993,12.7,
204792,1996,13.5,
204792,1999,13.9,
204792,2002,14.6,
204792,2005,15.5,
204792,2014,17.0,
204793,1993,3.2,
204793,1996,3.3,
204793,1999,3.4,
204793,2002,3.4,
204793,2005,3.4,
204793,2014, NA,cut
204794,1993,7.1,
204794,1996, NA,dead
204795,1993,7.5,
204795,1996,8.4,
204795,1999,9.5,
204795,2002,10.9,
204795,2005,12.0,
204795,2014, NA,dead
204796,1993,3.4,
204796,1996,3.5,
204796,1999,3.7,
204796,2002,3.8,
204796,2005,3.8,
204796,2014,3.7,shrunk
204797,1993,19.8,
204797,1996,21.1,
204797,1999,22.3,
204797,2002,23.0,
204797,2005,23.8,
204797,2014,25.6,
204798,1993,3.7,
204798,1996,3.7,
204798,1999,3.7,
204798,2002,3.8,
204798,2005, NA,dead
204799,1993,8.7,
204799,1996,8.9,
204799,1999,8.8,
204799,2002,8.9,
204799,2005, NA,dead
204800,1993,3.5,
204800,1996,4.0,
204800,1999,4.9,
204800,2002,5.4,
204800,2005,2.8,
204800,2014,9.3,
205801,1993,6.9,
205801,1996, NA,dead
205802,1993,11.4,
205802,1996,11.4,
205802,1999,11.3,
205802,2002, NA,dead
205803,1993,7.4,
205803,1996,8.2,
205803,1999,8.9,
205803,2002,9.7,
205803,2005,10.4,
205803,2014,12.2,
205804,1993,4.9,
205804,1996,5.0,
205804,1999,5.1,
205804,2002,5.1,
205804,2005,5.2,
205804,2014, NA,dead
205805,1993,3.2,
205805,1996,3.4,
205805,1999,3.4,
205805,2002,3.4,
205805,2005,3.4,
205805,2014,3.4,
205926,1993,4.2,
205926,1996, NA,dead
RG806,2014,4.0,bark-stripped (all circumference)
RG809,2014,3.4,
RG810,2014,3.0,bark-stripped
RG814,2014,3.2,
RG815,2014,3.5,
206184,1999,4.0,
206184,2002,4.6,
206184,2005,5.5,
206184,2014,8.3,bark-stripped
206324,1996,3.1,
206324,1999,3.0,
206324,2002,3.4,
206324,2005,4.8,
206324,2014,7.8,bark-stripped
206349,1993,13.1,estimated
206349,1996,11.8,estimated
206349,1999,13.9,estimated
206349,2002,13.9,estimated
206349,2005,14.0,
206349,2014, NA,dead
206350,1993,20.9,estimated
206350,1996,18.7,estimated
206350,1999,22.0,estimated
206350,2002,22.1,estimated
206350,2005,22.2,
206350,2014, NA,dead
206351,2005,3.8,
206351,2014,6.2,bark-stripped
206807,1993,16.8,estimated
206807,1996,15.0,estimated
206807,1999,17.7,estimated
206807,2002,17.7,estimated
206807,2005,17.8,
206807,2014,18.4,
206808,1993,3.3,
206808,1996, NA,dead
206809,1993,6.3,
206809,1996,6.7,
206809,1999,7.5,
206809,2002,8.1,
206809,2005,8.7,
206809,2014,10.0,
206810,1993,4.3,
206810,1996,4.4,
206810,1999,4.5,
206810,2002,4.6,
206810,2005,4.8,
206810,2014,5.6,
206811,1993,5.1,
206811,1996,5.4,
206811,1999,5.7,
206811,2002,6.0,
206811,2005,6.2,
206811,2014,6.5,
206812,1993,33.6,
206812,1996, NA,dead
206813,1993,4.9,
206813,1996,5.0,
206813,1999,5.1,
206813,2002,4.8,fallen
206813,2005, NA,dead
206814,1993,6.8,
206814,1996,6.9,
206814,1999,7.0,
206814,2002,7.1,
206814,2005,7.0,fallen
206814,2014,6.6,weaken
206815,1993,3.5,
206815,1996,3.4,
206815,1999,3.4,
206815,2002, NA,dead
206816,1993,3.2,
206816,1996,3.5,
206816,1999,4.5,
206816,2002,4.7,
206816,2005,5.1,
206816,2014,7.0,bark-stripped
206817,1993,12.4,
206817,1996,14.1,
206817,1999,16.0,
206817,2002,17.6,
206817,2005,17.8,
206817,2014,17.9,
RG821,2014,4.0,bark-stripped
RG822,2014,4.7,
207322,2002,3.2,
207322,2005,3.3,
207322,2014,3.5,
207323,2002,3.0,
207323,2005,3.1,
207323,2014, NA,dead
207818,1993,14.9,
207818,1996,15.2,
207818,1999,15.5,
207818,2002,15.9,
207818,2005,15.9,
207818,2014, NA,dead
207819,1993,15.1,
207819,1996,15.2,
207819,1999,15.9,
207819,2002,16.6,
207819,2005,17.9,
207819,2014,23.2,
207820,1993,8.7,
207820,1996,8.7,
207820,1999,8.9,
207820,2002,9.1,
207820,2005,9.5,
207820,2014,13.5,
207821,1993,9.0,
207821,1996,9.1,
207821,1999,9.7,
207821,2002,10.4,
207821,2005,11.2,
207821,2014,15.9,
207822,1993,5.9,
207822,1996,6.0,
207822,1999,6.6,
207822,2002,7.0,
207822,2005,7.6,
207822,2014,10.1,
207823,1993,3.5,
207823,1996,3.4,
207823,1999,3.4,
207823,2002,3.5,
207823,2005,3.5,
207823,2014, NA,dead
207824,1993,3.8,
207824,1996,4.3,
207824,1999,5.3,
207824,2002,6.5,
207824,2005,7.5,
207824,2014, NA,dead
207825,1993,13.3,
207825,1996,13.3,
207825,1999,13.1,
207825,2002,13.1,
207825,2005,13.1,
207825,2014, NA,dead
207928,1993,3.2,
207928,1996, NA,dead
RG825,2014,4.1,bark-stripped
208185,1999,3.0,
208185,2002,3.2,
208185,2005,3.3,
208185,2014,7.9,bark-stripped
208321,2002,3.1,
208321,2005,3.5,
208321,2014,5.6,bark-stripped
208352,2005,3.0,
208352,2014,6.0,
208353,2005,3.2,
208353,2014, NA,dead
208826,1993,3.2,
208826,1996,3.7,
208826,1999,3.8,
208826,2002,4.9,
208826,2005,5.3,
208826,2014,8.7,
208827,1993,3.5,
208827,1996,3.6,
208827,1999,4.4,
208827,2002,4.6,
208827,2005,5.2,
208827,2014,9.5,
208828,1993,6.0,
208828,1996,6.0,
208828,1999,6.0,
208828,2002,6.0,
208828,2005,6.0,
208828,2014, NA,dead
208829,1993,3.8,
208829,1996,3.8,
208829,1999,3.9,
208829,2002,3.8,
208829,2005,3.9,
208829,2014, NA,dead
RG834,2014,3.0,
RG841,2014,3.9,
209929,1993,3.2,
209929,1996,3.2,
209929,1999,3.3,
209929,2002,3.3,
209929,2005,3.3,
209929,2014,4.0,bark-stripped
209930,1993,3.1,
209930,1996,3.3,
209930,1999, NA,cut
209949,1993,5.9,
209949,1996,6.0,
209949,1999,6.0,
209949,2002,6.0,
209949,2005,6.0,
209949,2014,8.5,
209950,1993,11.4,
209950,1996,11.7,
209950,1999,12.2,
209950,2002,12.7,
209950,2005,13.2,
209950,2014,19.0,
209951,1993,3.2,
209951,1996,3.2,
209951,1999,3.2,
209951,2002, NA,dead
209952,1993,6.1,
209952,1996,6.1,
209952,1999,6.2,
209952,2002,6.3,
209952,2005,6.4,
209952,2014,8.8,
209953,1993,8.7,
209953,1996,8.6,
209953,1999,8.7,
209953,2002,8.7,
209953,2005,8.7,
209953,2014, NA,dead
209954,1993,22.2,
209954,1996,22.7,
209954,1999,23.7,
209954,2002,24.8,
209954,2005,26.7,
209954,2014,35.0,
209955,1993,19.8,
209955,1996,19.8,
209955,1999,19.9,
209955,2002,19.9,
209955,2005,20.1,
209955,2014,22.9,
209956,1993,3.2,
209956,1996,3.2,
209956,1999,3.3,
209956,2002,3.2,
209956,2005, NA,dead
209957,1993,3.5,
209957,1996,3.4,
209957,1999,3.4,
209957,2002,3.5,
209957,2005,3.5,
209957,2014,4.6,bark-stripped
209958,1993,5.4,
209958,1996,5.4,
209958,1999,5.4,
209958,2002,5.5,
209958,2005,5.4,
209958,2014,6.6,
209959,1993,4.9,
209959,1996,4.9,
209959,1999,5.1,
209959,2002,5.0,
209959,2005,4.9,
209959,2014,5.2,
209960,1993,15.8,
209960,1996,16.0,
209960,1999,16.6,
209960,2002,16.7,
209960,2005,17.0,
209960,2014,19.2,
209961,1993,3.6,
209961,1996,3.7,
209961,1999,3.9,
209961,2002,4.0,
209961,2005,4.1,
209961,2014, NA,dead
209962,1993,3.9,
209962,1996, NA,dead
210354,2005,3.8,
210354,2014, NA,dead
210830,1993,7.3,
210830,1996,7.1,
210830,1999, NA,unmeasured
210830,2002, NA,dead
210831,1993,3.3,
210831,1996,3.4,
210831,1999, NA,unmeasured
210831,2002,3.5,
210831,2005,3.5,
210831,2014, NA,dead
210833,1993,17.8,
210833,1996,18.5,
210833,1999, NA,unmeasured
210833,2002,19.5,
210833,2005,20.0,
210833,2014,22.7,
211355,2005,3.0,
211355,2014, NA,dead
211834,1993,12.3,
211834,1996,12.7,
211834,1999, NA,unmeasured
211834,2002,13.2,
211834,2005,13.4,
211834,2014,14.3,
211835,1993,24.4,
211835,1996,25.7,
211835,1999, NA,unmeasured
211835,2002,28.9,
211835,2005,30.6,
211835,2014, NA,dead
211836,1993,5.2,
211836,1996,5.3,
211836,1999, NA,unmeasured
211836,2002,5.4,
211836,2005,5.4,
211836,2014, NA,dead
211837,1993,14.6,
211837,1996,15.2,
211837,1999, NA,unmeasured
211837,2002,15.8,
211837,2005,15.9,
211837,2014, NA,cut
211838,1993,3.9,
211838,1996,3.9,
211838,1999, NA,unmeasured
211838,2002,3.9,
211838,2005,3.8,
211838,2014, NA,dead
211839,1993,14.0,
211839,1996,14.1,
211839,1999, NA,unmeasured
211839,2002,15.1,
211839,2005,15.1,
211839,2014, NA,cut
211840,1993,13.8,
211840,1996,14.1,
211840,1999, NA,unmeasured
211840,2002, NA,dead
211841,1993,6.1,
211841,1996,6.2,
211841,1999, NA,unmeasured
211841,2002,6.2,
211841,2005,6.2,
211841,2014,6.5,
RG850,2014,3.9,
212842,1993,12.0,
212842,1996,12.9,
212842,1999, NA,unmeasured
212842,2002,15.2,
212842,2005,15.9,
212842,2014,18.5,
212843,1993,5.5,
212843,1996,5.4,
212843,1999, NA,unmeasured
212843,2002, NA,dead
212845,1993,10.8,
212845,1996,11.0,
212845,1999, NA,unmeasured
212845,2002,11.4,
212845,2005,11.3,
212845,2014, NA,dead
212846,1993,3.3,
212846,1996,3.4,
212846,1999, NA,unmeasured
212846,2002,3.3,
212846,2005,3.4,
212846,2014, NA,dead
212847,1993,7.4,
212847,1996,7.5,
212847,1999, NA,unmeasured
212847,2002,7.9,
212847,2005,7.9,
212847,2014,8.9,
212848,1993,6.6,
212848,1996,6.7,
212848,1999, NA,unmeasured
212848,2002, NA,dead
212849,1993,4.3,
212849,1996,4.5,
212849,1999, NA,unmeasured
212849,2002,4.7,
212849,2005,4.7,
212849,2014,5.8,
212850,1993,3.2,
212850,1996,3.2,
212850,1999, NA,unmeasured
212850,2002, NA,dead
212851,1993,4.3,
212851,1996,4.2,
212851,1999, NA,unmeasured
212851,2002, NA,dead
212852,1993,3.0,
212852,1996,2.9,
212852,1999, NA,unmeasured
212852,2002,3.2,
212852,2005,3.0,
212852,2014, NA,dead
212853,1993,3.4,
212853,1996,3.4,
212853,1999, NA,unmeasured
212853,2002, NA,dead
RG857,2014,3.1,
RG858,2014,4.1,
213356,2005,3.1,
213356,2014,5.0,bark-stripped
213855,1993,5.0,
213855,1996,5.1,
213855,1999, NA,unmeasured
213855,2002, NA,dead
213857,1993,11.5,
213857,1996,12.2,
213857,1999, NA,unmeasured
213857,2002,13.5,
213857,2005,13.7,
213857,2014, NA,cut
213858,1993,46.7,
213858,1996,48.4,
213858,1999, NA,unmeasured
213858,2002,51.6,
213858,2005,52.9,
213858,2014, NA,cut
213859,1993,5.3,
213859,1996,5.7,
213859,1999, NA,unmeasured
213859,2002,6.6,
213859,2005,6.9,
213859,2014, NA,cut
213860,1993,7.2,
213860,1996,7.4,
213860,1999, NA,unmeasured
213860,2002, NA,dead
213861,1993,3.9,
213861,1996,3.9,
213861,1999, NA,unmeasured
213861,2002,3.9,
213861,2005, NA,dead
213862,1993,5.5,
213862,1996,5.6,
213862,1999, NA,unmeasured
213862,2002,5.7,
213862,2005,5.8,
213862,2014,7.9,
213863,1993,5.3,
213863,1996,5.7,
213863,1999, NA,unmeasured
213863,2002,5.7,
213863,2005,5.7,
213863,2014, NA,cut
213864,1993,4.5,
213864,1996,4.4,
213864,1999, NA,unmeasured
213864,2002,4.7,
213864,2005,4.8,
213864,2014,6.1,
213865,1993,7.1,
213865,1996,7.2,
213865,1999, NA,unmeasured
213865,2002,7.3,
213865,2005,7.2,
213865,2014, NA,dead
213866,1993,14.2,
213866,1996,13.0,
213866,1999, NA,unmeasured
213866,2002,15.0,
213866,2005,16.1,
213866,2014, NA,dead
213867,1993,13.2,
213867,1996,12.3,
213867,1999, NA,unmeasured
213867,2002,13.9,
213867,2005,14.0,
213867,2014, NA,dead
213868,1993,13.6,
213868,1996,12.2,
213868,1999, NA,unmeasured
213868,2002,14.7,
213868,2005,15.3,
213868,2014, NA,dead
213869,1993,13.0,
213869,1996,11.7,
213869,1999, NA,unmeasured
213869,2002,13.7,
213869,2005,13.9,
213869,2014, NA,dead
213870,1993,4.8,
213870,1996,4.8,
213870,1999, NA,unmeasured
213870,2002,5.0,
213870,2005,5.2,
213870,2014, NA,dead
213871,1993,11.2,
213871,1996,11.8,
213871,1999, NA,unmeasured
213871,2002,12.9,
213871,2005,13.2,
213871,2014,16.2,
213872,1993,9.5,
213872,1996,10.3,
213872,1999, NA,unmeasured
213872,2002,12.3,
213872,2005,13.1,
213872,2014,15.4,
213873,1993,9.0,
213873,1996,9.4,
213873,1999, NA,unmeasured
213873,2002,10.9,
213873,2005,11.4,
213873,2014, NA,dead
213874,1993,5.2,
213874,1996,5.1,
213874,1999, NA,unmeasured
213874,2002, NA,dead
213875,1993,9.7,
213875,1996,10.0,
213875,1999, NA,unmeasured
213875,2002,10.5,
213875,2005,10.5,
213875,2014, NA,dead
213876,1993,9.1,
213876,1996,9.5,
213876,1999, NA,unmeasured
213876,2002,10.4,
213876,2005,10.8,
213876,2014,12.4,
213877,1993,4.8,
213877,1996,4.9,
213877,1999, NA,unmeasured
213877,2002,5.0,
213877,2005,5.0,
213877,2014,6.0,
214325,2002,3.5,
214325,2005,5.6,
214325,2014,9.2,
214878,1993,5.6,
214878,1996,5.5,
214878,1999, NA,unmeasured
214878,2002, NA,dead
214879,1993,5.2,
214879,1996,5.1,
214879,1999, NA,unmeasured
214879,2002, NA,dead
214880,1993,4.8,
214880,1996,4.7,
214880,1999, NA,unmeasured
214880,2002, NA,dead
214881,1993,15.2,
214881,1996,15.7,
214881,1999, NA,unmeasured
214881,2002,16.7,
214881,2005,17.0,
214881,2014, NA,dead
214883,1993,3.1,
214883,1996,3.2,
214883,1999, NA,unmeasured
214883,2002, NA,dead
214884,1993,3.2,
214884,1996, NA,dead
214885,1993,3.4,
214885,1996,3.4,
214885,1999, NA,unmeasured
214885,2002, NA,dead
214886,1993,4.0,
214886,1996,3.9,
214886,1999, NA,unmeasured
214886,2002, NA,dead
214887,1993,14.3,
214887,1996,14.9,
214887,1999, NA,unmeasured
214887,2002,15.7,
214887,2005,15.9,
214887,2014,16.5,
214888,1993,11.5,
214888,1996,11.7,
214888,1999, NA,unmeasured
214888,2002,12.4,
214888,2005,12.4,
214888,2014,13.2,
214889,1993,4.8,
214889,1996,4.8,
214889,1999, NA,unmeasured
214889,2002, NA,dead
214890,1993,5.3,
214890,1996,5.3,
214890,1999, NA,unmeasured
214890,2002, NA,dead
214891,1993,3.2,
214891,1996,3.5,
214891,1999, NA,unmeasured
214891,2002,4.2,
214891,2005,4.5,
214891,2014,5.5,bark-stripped
214892,1993,3.3,
214892,1996, NA,dead
RG868,2014,3.4,bark-stripped
215357,2005,3.1,
215357,2014,3.1,
215358,2005,3.1,
215358,2014,3.4,bark-stripped
215359,2005,3.0,
215359,2014,4.2,
215360,2005,3.4,
215360,2014,4.0,
215361,2005,3.2,
215361,2014,3.7,
215893,1993,9.8,
215893,1996,11.5,
215893,1999, NA,unmeasured
215893,2002,13.5,
215893,2005,16.0,
215893,2014,19.1,
215894,1993,16.8,
215894,1996,17.6,
215894,1999, NA,unmeasured
215894,2002,19.3,
215894,2005,20.0,
215894,2014,21.4,bark-stripped
215895,1993,8.6,
215895,1996,8.8,
215895,1999, NA,unmeasured
215895,2002,8.7,
215895,2005,8.7,
215895,2014,8.8,
215896,1993,13.3,
215896,1996,13.9,
215896,1999, NA,unmeasured
215896,2002,14.5,
215896,2005,14.6,
215896,2014,16.5,
215897,1993,4.6,
215897,1996,4.5,
215897,1999, NA,unmeasured
215897,2002,4.5,
215897,2005, NA,dead
215898,1993,5.9,
215898,1996,6.0,
215898,1999, NA,unmeasured
215898,2002,6.0,
215898,2005,6.0,
215898,2014, NA,dead
215899,1993,12.2,
215899,1996,12.4,
215899,1999, NA,unmeasured
215899,2002,12.9,
215899,2005,13.0,
215899,2014, NA,dead
215900,1993,13.1,
215900,1996,13.4,
215900,1999, NA,unmeasured
215900,2002,14.7,
215900,2005,15.1,
215900,2014, NA,dead
215901,1993,4.5,
215901,1996,4.6,
215901,1999, NA,unmeasured
215901,2002,5.1,
215901,2005,5.0,
215901,2014,5.2,
215902,1993,4.6,
215902,1996,5.1,
215902,1999, NA,unmeasured
215902,2002,7.0,
215902,2005,8.7,
215902,2014,14.7,
215903,1993,3.8,
215903,1996,4.3,
215903,1999, NA,unmeasured
215903,2002, NA,cut
215904,1993,7.3,
215904,1996,7.2,
215904,1999, NA,unmeasured
215904,2002, NA,dead
215905,1993,12.4,
215905,1996,14.0,
215905,1999, NA,unmeasured
215905,2002,17.1,
215905,2005,18.3,
215905,2014,22.6,
215906,1993,12.0,
215906,1996,12.5,
215906,1999, NA,unmeasured
215906,2002,12.9,
215906,2005,13.1,
215906,2014,14.3,
215907,1993,18.8,
215907,1996,19.9,
215907,1999, NA,unmeasured
215907,2002,21.5,
215907,2005,22.1,
215907,2014,23.6,
215908,1993,3.4,
215908,1996,3.7,
215908,1999, NA,unmeasured
215908,2002,4.1,
215908,2005,4.2,
215908,2014,4.7,
215909,1993,9.3,
215909,1996,9.3,
215909,1999, NA,unmeasured
215909,2002,9.8,
215909,2005,10.1,
215909,2014, NA,dead
215910,1993,3.9,
215910,1996,3.9,
215910,1999, NA,unmeasured
215910,2002,3.8,
215910,2005, NA,dead
215931,1993,3.0,
215931,1996, NA,dead
RG884,2014,4.1,
RG885,2014,3.0,
RG889,2014,3.2,bark-stripped
216326,2002,4.1,
216326,2005,4.8,
216326,2014,7.2,
216327,2002,3.2,
216327,2005,3.5,
216327,2014,3.9,
216328,2002,3.6,
216328,2005,4.1,
216328,2014, NA,dead
216362,2005,3.0,
216362,2014,3.5,
216363,2005,3.2,
216363,2014, NA,dead
216364,2005,3.3,
216364,2014, NA,dead
216914,1993,14.4,
216914,1996,12.9,
216914,1999, NA,unmeasured
216914,2002,14.2,
216914,2005,15.7,
216914,2014, NA,dead
216915,1993,3.8,
216915,1996,4.3,
216915,1999, NA,unmeasured
216915,2002, NA,dead
216916,1993,3.0,
216916,1996,3.3,
216916,1999, NA,unmeasured
216916,2002,4.0,
216916,2005,4.1,
216916,2014,4.4,
216932,1993,3.0,
216932,1996,3.3,
216932,1999, NA,unmeasured
216932,2002,4.4,
216932,2005,4.9,
216932,2014,9.2,bark-stripped
RG890,2014,3.7,bark-stripped
RG893,2014,4.3,bark-stripped
RG895,2014,4.7,
217329,2002,5.0,
217329,2005,6.0,
217329,2014,9.3,bark-stripped
217365,2005,3.9,
217365,2014,7.7,bark-stripped
217366,2005,3.0,
217366,2014, NA,dead
217917,1993,15.9,
217917,1996,16.8,
217917,1999, NA,unmeasured
217917,2002,18.4,
217917,2005,19.2,
217917,2014,20.8,
217918,1993,3.7,
217918,1996,4.5,
217918,1999, NA,unmeasured
217918,2002,6.0,
217918,2005,6.2,
217918,2014,8.2,
217919,1993,3.9,
217919,1996,3.9,
217919,1999, NA,unmeasured
217919,2002,3.8,
217919,2005, NA,dead
217920,1993,14.0,
217920,1996,15.1,
217920,1999, NA,unmeasured
217920,2002, NA,dead
217921,1993,11.5,
217921,1996,11.7,
217921,1999, NA,unmeasured
217921,2002,13.1,
217921,2005,13.6,
217921,2014,18.6,bark-stripped
RG903,2014,3.9,bark-stripped
RG904,2014,3.8,bark-stripped
RG905,2014,3.2,bark-stripped
RG912,2014,3.3,bark-stripped (all circumference)
RG899,2014,6.1,
218330,2002,3.1,
218330,2005,3.2,
218330,2014,5.5,bark-stripped
218331,2002,3.5,
218331,2005,3.9,
218331,2014, NA,dead
218332,2002,3.6,
218332,2005,4.6,
218332,2014,7.8,
218333,2002,7.4,
218333,2005,7.3,weaken
218333,2014, NA,dead
218856,1993,3.5,
218856,1996,4.0,
218856,1999, NA,unmeasured
218856,2002,4.2,stem broken
218856,2005,4.2,stem broken
218856,2014, NA,dead
218922,1993,20.2,
218922,1996, NA,dead
218923,1993,4.5,
218923,1996,5.1,
218923,1999, NA,unmeasured
218923,2002, NA,dead
218924,1993,3.9,
218924,1996,4.4,
218924,1999, NA,unmeasured
218924,2002, NA,dead
218925,1993,9.6,
218925,1996,10.2,stem broken
218925,1999, NA,unmeasured
218925,2002, NA,dead
218926,1993,11.4,
218926,1996,12.6,
218926,1999, NA,unmeasured
218926,2002, NA,dead
218927,1993,7.6,
218927,1996, NA,dead
218928,1993,5.5,
218928,1996,5.6,
218928,1999, NA,unmeasured
218928,2002,6.8,
218928,2005,8.2,
218928,2014,12.5,
218929,1993,5.9,
218929,1996,6.6,
218929,1999, NA,unmeasured
218929,2002,8.6,
218929,2005,9.6,
218929,2014, NA,dead
218930,1993,4.0,
218930,1996,4.5,
218930,1999, NA,unmeasured
218930,2002,6.9,
218930,2005,8.2,
218930,2014,14.1,
218931,1993,7.1,
218931,1996,7.1,
218931,1999, NA,unmeasured
218931,2002,7.4,
218931,2005,7.4,
218931,2014,7.8,bark-stripped
218932,1993,3.7,
218932,1996,4.1,
218932,1999, NA,unmeasured
218932,2002,4.7,
218932,2005,4.8,
218932,2014,6.3,bark-stripped
218933,1993,19.8,
218933,1996,20.2,
218933,1999, NA,unmeasured
218933,2002,20.6,
218933,2005,20.5,
218933,2014, NA,dead
218934,1993,3.5,
218934,1996,3.5,
218934,1999, NA,unmeasured
218934,2002,3.5,
218934,2005, NA,dead
218935,1993,6.0,
218935,1996,6.2,
218935,1999, NA,unmeasured
218935,2002,7.1,
218935,2005,7.5,
218935,2014,8.4,bark-stripped
218936,1993,10.2,
218936,1996,10.7,
218936,1999, NA,unmeasured
218936,2002,10.9,
218936,2005,11.6,
218936,2014, NA,dead
218937,1993,9.6,
218937,1996,9.8,
218937,1999, NA,unmeasured
218937,2002, NA,dead
218938,1993,4.0,
218938,1996,4.0,
218938,1999, NA,unmeasured
218938,2002, NA,dead
218939,1993,5.7,
218939,1996,5.7,
218939,1999, NA,unmeasured
218939,2002,6.2,
218939,2005,6.3,
218939,2014,7.9,bark-stripped
218940,1993,13.9,
218940,1996,14.7,
218940,1999, NA,unmeasured
218940,2002,16.6,
218940,2005,17.0,
218940,2014,18.3,
218941,1993,17.5,
218941,1996,18.1,
218941,1999, NA,unmeasured
218941,2002,19.7,
218941,2005,20.1,
218941,2014,21.2,
218942,1993,44.2,
218942,1996,46.0,
218942,1999, NA,unmeasured
218942,2002,48.9,
218942,2005,51.6,
218942,2014, NA,cut
218943,1993,4.0,
218943,1996,3.9,
218943,1999, NA,unmeasured
218943,2002, NA,dead
219944,1993,15.3,
219944,1996,15.4,
219944,1999, NA,unmeasured
219944,2002,15.7,
219944,2005,15.8,
219944,2014,16.4,
219945,1993,3.4,
219945,1996,3.5,
219945,1999, NA,unmeasured
219945,2002, NA,cut
219946,1993,4.4,
219946,1996,4.6,
219946,1999, NA,unmeasured
219946,2002, NA,cut
219947,1993,6.4,
219947,1996,6.4,
219947,1999, NA,unmeasured
219947,2002, NA,cut
RG917,2014,3.4,
RG918,2014,3.6,
RG919,2014,3.6,
220483,1993,8.5,
220483,1996,8.9,
220483,1999, NA,unmeasured
220483,2002,9.8,
220483,2005,10.2,
220483,2014,11.7,
220484,1993,14.0,
220484,1996,14.7,
220484,1999, NA,unmeasured
220484,2002,15.2,
220484,2005,15.7,
220484,2014,19.1,
220485,1993,8.7,
220485,1996,9.3,
220485,1999, NA,unmeasured
220485,2002,10.2,
220485,2005,10.5,
220485,2014, NA,cut
220486,1993,5.1,
220486,1996,5.2,
220486,1999, NA,unmeasured
220486,2002,5.5,
220486,2005, NA,dead
220487,1993,6.3,
220487,1996,6.6,
220487,1999, NA,unmeasured
220487,2002,6.8,
220487,2005,7.1,
220487,2014, NA,dead
220488,1993,5.9,
220488,1996,6.1,
220488,1999, NA,unmeasured
220488,2002,6.0,
220488,2005,6.1,
220488,2014, NA,dead
220489,1993,9.2,
220489,1996,9.5,
220489,1999, NA,unmeasured
220489,2002,9.6,
220489,2005,9.6,fallen
220489,2014, NA,dead
220490,1993,7.9,
220490,1996, NA,dead
220491,1993,3.2,
220491,1996,3.3,
220491,1999, NA,unmeasured
220491,2002,3.4,
220491,2005,3.7,
220491,2014, NA,dead
RG921,2014,4.1,bark-stripped
RG922,2014,6.3,
221492,1993,13.7,
221492,1996,14.6,
221492,1999, NA,unmeasured
221492,2002,16.5,
221492,2005,17.0,
221492,2014,20.0,
221493,1993,17.3,
221493,1996,17.9,
221493,1999, NA,unmeasured
221493,2002,18.3,
221493,2005,18.3,fallen
221493,2014, NA,dead
221494,1993,15.0,
221494,1996,16.2,
221494,1999, NA,unmeasured
221494,2002,17.0,
221494,2005,17.8,
221494,2014, NA,dead
221495,1993,7.0,
221495,1996,7.1,
221495,1999, NA,unmeasured
221495,2002,7.2,
221495,2005,7.3,
221495,2014, NA,cut
221496,1993,3.8,
221496,1996,4.0,
221496,1999, NA,unmeasured
221496,2002, NA,dead
221498,1993,8.6,
221498,1996,8.9,
221498,1999, NA,unmeasured
221498,2002,9.4,
221498,2005,9.5,
221498,2014,10.1,wounded
